spend_date,channel,campaign,spend,attributed_revenue
2025-12-06,Amazon,Sponsored Display,48.23,79.97
2025-12-06,TikTok Shop,Creator Boost,43.71,193.18
2025-12-06,Shopify,Holiday Push,52.88,179.9
2025-12-06,Amazon,Clearance Remarketing,27.75,26.33
2025-12-07,Shopify,Brand Search Always-On,43.42,147.21
2025-12-07,Shopify,Prospecting Broad,87.95,92
2025-12-07,Amazon,Sponsored Products,50.33,204.64
2025-12-07,Amazon,Sponsored Display,22.4,23.88
2025-12-07,TikTok Shop,Creator Boost,69.91,344.07
2025-12-07,TikTok Shop,Spark Retargeting,34.88,109.86
2025-12-07,Shopify,Holiday Push,58.82,203.08
2025-12-07,Amazon,Clearance Remarketing,25.21,35.05
2025-12-08,Shopify,Brand Search Always-On,59.43,203.03
2025-12-08,Shopify,Prospecting Broad,70.87,83.06
2025-12-08,Amazon,Sponsored Products,46.23,104.9
2025-12-08,Amazon,Sponsored Display,31.65,54.33
2025-12-08,TikTok Shop,Creator Boost,67.39,215.17
2025-12-08,TikTok Shop,Spark Retargeting,21.13,39.48
2025-12-08,Amazon,Clearance Remarketing,26.9,24.18
2025-12-09,Shopify,Brand Search Always-On,62.7,252.4
2025-12-09,Shopify,Prospecting Broad,68.25,89.29
2025-12-09,Amazon,Sponsored Products,74.44,271.32
2025-12-09,Amazon,Sponsored Display,23.39,38.66
2025-12-09,TikTok Shop,Creator Boost,62.77,189.53
2025-12-09,TikTok Shop,Spark Retargeting,38.68,125.91
2025-12-09,Shopify,Holiday Push,42.48,150.47
2025-12-09,Amazon,Clearance Remarketing,30.42,34.07
2025-12-10,Shopify,Brand Search Always-On,29.76,119.23
2025-12-10,Shopify,Prospecting Broad,108.53,111.49
2025-12-10,Amazon,Sponsored Products,57.74,235.82
2025-12-10,Amazon,Sponsored Display,45.94,52.62
2025-12-10,TikTok Shop,Creator Boost,59.02,189.72
2025-12-10,TikTok Shop,Spark Retargeting,38.09,99.43
2025-12-10,Shopify,Holiday Push,95.52,227.51
2025-12-11,Shopify,Brand Search Always-On,44.73,144.96
2025-12-11,Shopify,Prospecting Broad,96.47,119.11
2025-12-11,Amazon,Sponsored Products,76.94,185.4
2025-12-11,Amazon,Sponsored Display,26.29,29.24
2025-12-11,TikTok Shop,Creator Boost,73.37,199
2025-12-11,TikTok Shop,Spark Retargeting,22.45,66.03
2025-12-11,Shopify,Holiday Push,57.13,132.6
2025-12-11,Amazon,Clearance Remarketing,25.7,39.43
2025-12-12,Shopify,Brand Search Always-On,35.87,146.72
2025-12-12,Shopify,Prospecting Broad,77.4,81.13
2025-12-12,Amazon,Sponsored Products,67.8,262.02
2025-12-12,TikTok Shop,Spark Retargeting,24.79,60.92
2025-12-12,Amazon,Clearance Remarketing,16.1,23.11
2025-12-13,Shopify,Brand Search Always-On,28.57,104.88
2025-12-13,Shopify,Prospecting Broad,69.43,105.46
2025-12-13,Amazon,Sponsored Products,37.88,130.14
2025-12-13,Amazon,Sponsored Display,21.41,40.4
2025-12-13,TikTok Shop,Creator Boost,56.26,240.14
2025-12-13,TikTok Shop,Spark Retargeting,38.66,122.76
2025-12-13,Shopify,Holiday Push,66.95,252.18
2025-12-13,Amazon,Clearance Remarketing,21.62,33.17
2025-12-14,Shopify,Prospecting Broad,71.07,81.73
2025-12-14,Amazon,Sponsored Products,80.97,242.68
2025-12-14,Amazon,Sponsored Display,21.44,36.62
2025-12-14,TikTok Shop,Creator Boost,41.82,133.73
2025-12-14,TikTok Shop,Spark Retargeting,40.34,112.95
2025-12-14,Shopify,Holiday Push,51.61,131.32
2025-12-14,Amazon,Clearance Remarketing,15.83,17.36
2025-12-15,Shopify,Brand Search Always-On,39.15,154.11
2025-12-15,Amazon,Sponsored Products,50.02,174.87
2025-12-15,TikTok Shop,Creator Boost,69.32,185.37
2025-12-15,TikTok Shop,Spark Retargeting,31.57,64.92
2025-12-15,Shopify,Holiday Push,65.22,142.4
2025-12-15,Amazon,Clearance Remarketing,29.53,30.49
2025-12-16,Shopify,Brand Search Always-On,41.24,125.27
2025-12-16,Shopify,Prospecting Broad,97.16,174.77
2025-12-16,Amazon,Sponsored Display,30.62,36.07
2025-12-16,TikTok Shop,Spark Retargeting,38.37,87.69
2025-12-16,Shopify,Holiday Push,79.97,261.74
2025-12-17,Shopify,Brand Search Always-On,29.72,110.55
2025-12-17,Shopify,Prospecting Broad,98.77,155.28
2025-12-17,Amazon,Sponsored Products,51.03,155
2025-12-17,TikTok Shop,Creator Boost,46.19,216.17
2025-12-17,TikTok Shop,Spark Retargeting,27.32,54.01
2025-12-17,Shopify,Holiday Push,76.55,251.37
2025-12-17,Amazon,Clearance Remarketing,32.84,50.39
2025-12-18,Shopify,Brand Search Always-On,27.76,95.21
2025-12-18,Shopify,Prospecting Broad,97.67,139.32
2025-12-18,Amazon,Sponsored Products,68.99,277.62
2025-12-18,Amazon,Sponsored Display,23.51,42.15
2025-12-18,TikTok Shop,Creator Boost,35.15,122.76
2025-12-18,Shopify,Holiday Push,94.49,320.37
2025-12-18,Amazon,Clearance Remarketing,31.13,33.59
2025-12-19,Shopify,Brand Search Always-On,49.06,145.94
2025-12-19,Shopify,Prospecting Broad,69.77,99.03
2025-12-19,Amazon,Sponsored Display,29.97,55.55
2025-12-19,TikTok Shop,Creator Boost,56.63,223.46
2025-12-19,Shopify,Holiday Push,92.33,288.27
2025-12-19,Amazon,Clearance Remarketing,24.6,22.58
2025-12-20,Shopify,Brand Search Always-On,31.11,126.15
2025-12-20,Amazon,Sponsored Products,58.23,191.84
2025-12-20,TikTok Shop,Creator Boost,33.27,115.63
2025-12-20,TikTok Shop,Spark Retargeting,28.66,75.33
2025-12-20,Shopify,Holiday Push,89.36,224.3
2025-12-20,Amazon,Clearance Remarketing,33.2,35.44
2025-12-21,Shopify,Brand Search Always-On,54.79,255.07
2025-12-21,Shopify,Prospecting Broad,83.62,110.83
2025-12-21,Amazon,Sponsored Products,54.88,203.67
2025-12-21,Amazon,Sponsored Display,34.03,42.89
2025-12-21,TikTok Shop,Creator Boost,37.05,173.9
2025-12-21,TikTok Shop,Spark Retargeting,22.42,61.89
2025-12-21,Shopify,Holiday Push,92.13,328.25
2025-12-21,Amazon,Clearance Remarketing,34.53,42.41
2025-12-22,Shopify,Brand Search Always-On,27.12,83.18
2025-12-22,Shopify,Prospecting Broad,69.59,113.42
2025-12-22,Amazon,Sponsored Products,51.33,130.68
2025-12-22,Amazon,Sponsored Display,31.19,38.6
2025-12-22,TikTok Shop,Creator Boost,35.64,144.78
2025-12-22,TikTok Shop,Spark Retargeting,30.03,70.21
2025-12-22,Shopify,Holiday Push,53.45,119.41
2025-12-22,Amazon,Clearance Remarketing,16.99,19.35
2025-12-23,Shopify,Brand Search Always-On,41.5,144.24
2025-12-23,Shopify,Prospecting Broad,82.05,92.76
2025-12-23,Amazon,Sponsored Products,63.4,171.1
2025-12-23,Amazon,Sponsored Display,38.07,51.05
2025-12-23,TikTok Shop,Spark Retargeting,32.49,62.15
2025-12-23,Shopify,Holiday Push,78.34,287.63
2025-12-23,Amazon,Clearance Remarketing,28.73,39.47
2025-12-24,Shopify,Brand Search Always-On,47.68,196.54
2025-12-24,Shopify,Prospecting Broad,96.84,135.85
2025-12-24,Amazon,Sponsored Products,50.06,159.34
2025-12-24,Amazon,Sponsored Display,30.67,35.91
2025-12-24,Shopify,Holiday Push,75.13,246.51
2025-12-25,Shopify,Brand Search Always-On,48.4,124.91
2025-12-25,Shopify,Prospecting Broad,66.75,112.57
2025-12-25,Amazon,Sponsored Products,78.75,273.04
2025-12-25,Amazon,Sponsored Display,33.28,39.76
2025-12-25,TikTok Shop,Creator Boost,55.41,249.31
2025-12-25,TikTok Shop,Spark Retargeting,40.41,99.96
2025-12-25,Shopify,Holiday Push,80.81,303.71
2025-12-25,Amazon,Clearance Remarketing,20.04,23.54
2025-12-26,Amazon,Sponsored Products,80.43,248.17
2025-12-26,Amazon,Sponsored Display,24.79,30.54
2025-12-26,TikTok Shop,Creator Boost,72.45,324.42
2025-12-26,TikTok Shop,Spark Retargeting,26.51,59.05
2025-12-26,Shopify,Holiday Push,80.38,176.15
2025-12-27,Shopify,Brand Search Always-On,30.54,130.43
2025-12-27,Shopify,Prospecting Broad,91.78,151.67
2025-12-27,Amazon,Sponsored Products,50.61,146.27
2025-12-27,Amazon,Sponsored Display,34.76,42.4
2025-12-27,TikTok Shop,Spark Retargeting,34.16,111.44
2025-12-27,Shopify,Holiday Push,91.69,329.48
2025-12-27,Amazon,Clearance Remarketing,25.03,31.51
2025-12-28,Shopify,Brand Search Always-On,45.59,164.5
2025-12-28,Shopify,Prospecting Broad,100.03,111.74
2025-12-28,Amazon,Sponsored Products,47.77,185.73
2025-12-28,Amazon,Sponsored Display,26.13,39.75
2025-12-28,TikTok Shop,Creator Boost,33.42,103.45
2025-12-28,TikTok Shop,Spark Retargeting,22.93,77.18
2025-12-28,Amazon,Clearance Remarketing,25.97,34.57
2025-12-29,Shopify,Brand Search Always-On,37.41,155.2
2025-12-29,Shopify,Prospecting Broad,69.06,113.22
2025-12-29,Amazon,Sponsored Products,49.92,202.72
2025-12-29,Amazon,Sponsored Display,47.71,52.6
2025-12-29,TikTok Shop,Creator Boost,75.97,313.63
2025-12-29,TikTok Shop,Spark Retargeting,22.15,63.92
2025-12-29,Amazon,Clearance Remarketing,34.88,39.95
2025-12-30,Shopify,Brand Search Always-On,42.93,166
2025-12-30,Amazon,Sponsored Display,40.88,64.7
2025-12-30,TikTok Shop,Creator Boost,60.76,203.66
2025-12-30,TikTok Shop,Spark Retargeting,25.89,56.44
2025-12-30,Amazon,Clearance Remarketing,23.5,28.37
2025-12-31,Shopify,Prospecting Broad,73,117.83
2025-12-31,Amazon,Sponsored Products,41.08,101.74
2025-12-31,Amazon,Sponsored Display,26.03,38.73
2025-12-31,TikTok Shop,Creator Boost,60.68,291.31
2025-12-31,TikTok Shop,Spark Retargeting,22.49,57.99
2025-12-31,Amazon,Clearance Remarketing,19.05,18.61
2026-01-01,Shopify,Brand Search Always-On,58.71,223.24
2026-01-01,Shopify,Prospecting Broad,72.43,128.45
2026-01-01,Amazon,Sponsored Products,58.96,190.26
2026-01-01,Amazon,Sponsored Display,40.46,68.58
2026-01-01,TikTok Shop,Creator Boost,64.13,220.62
2026-01-01,TikTok Shop,Spark Retargeting,40.38,98.69
2026-01-01,Shopify,Holiday Push,48.97,182.41
2026-01-02,Shopify,Brand Search Always-On,46.93,213.66
2026-01-02,Shopify,Prospecting Broad,80.75,81.9
2026-01-02,Amazon,Sponsored Products,80.26,187.57
2026-01-02,Amazon,Sponsored Display,45.75,49.05
2026-01-02,TikTok Shop,Creator Boost,48.81,146.34
2026-01-02,TikTok Shop,Spark Retargeting,40,80.62
2026-01-02,Shopify,Holiday Push,72.66,153.11
2026-01-02,Amazon,Clearance Remarketing,21.18,18.92
2026-01-03,Shopify,Brand Search Always-On,58.88,244.29
2026-01-03,Amazon,Sponsored Products,37.64,94.63
2026-01-03,Amazon,Sponsored Display,46.37,67.81
2026-01-03,TikTok Shop,Creator Boost,67.15,195.01
2026-01-03,TikTok Shop,Spark Retargeting,40.33,96.6
2026-01-03,Shopify,Holiday Push,55.06,200.58
2026-01-03,Amazon,Clearance Remarketing,28.78,38.31
2026-01-04,Shopify,Prospecting Broad,69.06,105.1
2026-01-04,TikTok Shop,Creator Boost,54.54,227.03
2026-01-04,TikTok Shop,Spark Retargeting,19.46,41.7
2026-01-04,Shopify,Holiday Push,81.64,192.75
2026-01-04,Amazon,Clearance Remarketing,19.86,22.64
2026-01-05,Shopify,Brand Search Always-On,60.31,258.64
2026-01-05,Shopify,Prospecting Broad,96.49,163.56
2026-01-05,Amazon,Sponsored Display,28.72,38.82
2026-01-05,TikTok Shop,Creator Boost,45.67,214.45
2026-01-05,TikTok Shop,Spark Retargeting,28.66,76.04
2026-01-05,Shopify,Holiday Push,43.03,112.86
2026-01-05,Amazon,Clearance Remarketing,15.87,18.45
2026-01-06,Shopify,Brand Search Always-On,53.25,142.6
2026-01-06,Shopify,Prospecting Broad,94.25,164.95
2026-01-06,Amazon,Sponsored Display,44.46,69.42
2026-01-06,TikTok Shop,Creator Boost,64.53,297.34
2026-01-06,TikTok Shop,Spark Retargeting,19.24,40.3
2026-01-06,Shopify,Holiday Push,74.53,261.51
2026-01-07,Shopify,Prospecting Broad,110.74,120.1
2026-01-07,Amazon,Sponsored Products,57.45,135.49
2026-01-07,Amazon,Sponsored Display,47.95,72.91
2026-01-07,TikTok Shop,Creator Boost,67,322.93
2026-01-07,TikTok Shop,Spark Retargeting,34.37,72.62
2026-01-07,Shopify,Holiday Push,42.15,108.53
2026-01-07,Amazon,Clearance Remarketing,16.75,19.93
2026-01-08,Shopify,Brand Search Always-On,61.87,184.52
2026-01-08,Shopify,Prospecting Broad,76.63,100.09
2026-01-08,Amazon,Sponsored Products,45.37,120.97
2026-01-08,Amazon,Sponsored Display,31.77,57.18
2026-01-08,TikTok Shop,Creator Boost,67.6,260.74
2026-01-08,TikTok Shop,Spark Retargeting,37.21,110.89
2026-01-08,Amazon,Clearance Remarketing,31.7,42.51
2026-01-09,Shopify,Brand Search Always-On,44.59,149.25
2026-01-09,Shopify,Prospecting Broad,73.58,75.94
2026-01-09,Amazon,Sponsored Products,50.68,148.98
2026-01-09,TikTok Shop,Creator Boost,33.21,121.08
2026-01-09,Amazon,Clearance Remarketing,24.91,36.63
2026-01-10,Shopify,Brand Search Always-On,58.84,234.47
2026-01-10,Shopify,Prospecting Broad,111.2,195.87
2026-01-10,Amazon,Sponsored Products,40.09,145
2026-01-10,Amazon,Sponsored Display,36.58,61.56
2026-01-10,TikTok Shop,Spark Retargeting,28.45,91.23
2026-01-10,Shopify,Holiday Push,59.22,152.49
2026-01-10,Amazon,Clearance Remarketing,33.02,46.82
2026-01-11,Shopify,Brand Search Always-On,40.12,137.99
2026-01-11,Shopify,Prospecting Broad,64,88.03
2026-01-11,Amazon,Sponsored Products,73.51,265.23
2026-01-11,Amazon,Sponsored Display,36.65,46.04
2026-01-11,TikTok Shop,Creator Boost,65.45,232.92
2026-01-11,Shopify,Holiday Push,82.77,255.62
2026-01-11,Amazon,Clearance Remarketing,30.5,37.1
2026-01-12,Shopify,Prospecting Broad,91.96,95.75
2026-01-12,Amazon,Sponsored Products,81.52,193.28
2026-01-12,Amazon,Sponsored Display,30.59,59.35
2026-01-12,TikTok Shop,Creator Boost,67.52,233.15
2026-01-12,TikTok Shop,Spark Retargeting,36.93,76.23
2026-01-12,Shopify,Holiday Push,47.66,164.86
2026-01-12,Amazon,Clearance Remarketing,18.56,18.82
2026-01-13,Shopify,Brand Search Always-On,47.94,189.22
2026-01-13,Shopify,Prospecting Broad,94.09,158.63
2026-01-13,Amazon,Sponsored Products,70.76,212.63
2026-01-13,Amazon,Sponsored Display,45.91,73.48
2026-01-13,TikTok Shop,Creator Boost,60.27,226.57
2026-01-13,TikTok Shop,Spark Retargeting,26.52,48.45
2026-01-13,Shopify,Holiday Push,81.88,274.08
2026-01-13,Amazon,Clearance Remarketing,27.64,23.23
2026-01-14,Shopify,Brand Search Always-On,57.46,214.67
2026-01-14,Shopify,Prospecting Broad,71.26,96.99
2026-01-14,Amazon,Sponsored Products,80.23,292.05
2026-01-14,Amazon,Sponsored Display,24.47,43.06
2026-01-14,TikTok Shop,Creator Boost,51.48,236.89
2026-01-14,TikTok Shop,Spark Retargeting,22.14,44.82
2026-01-14,Shopify,Holiday Push,94.63,344
2026-01-14,Amazon,Clearance Remarketing,17.02,20.96
2026-01-15,Shopify,Brand Search Always-On,37.18,125.94
2026-01-15,Shopify,Prospecting Broad,77.94,134.2
2026-01-15,Amazon,Sponsored Products,45.09,113.98
2026-01-15,Amazon,Sponsored Display,28.06,51.84
2026-01-15,TikTok Shop,Creator Boost,59.47,252.32
2026-01-15,TikTok Shop,Spark Retargeting,39.94,95.39
2026-01-15,Shopify,Holiday Push,46.64,103.45
2026-01-15,Amazon,Clearance Remarketing,21.84,19.87
2026-01-16,Shopify,Brand Search Always-On,49.99,178.3
2026-01-16,Shopify,Prospecting Broad,86.7,126.97
2026-01-16,Amazon,Sponsored Products,58.43,150.71
2026-01-16,Amazon,Sponsored Display,36.84,47.7
2026-01-16,TikTok Shop,Creator Boost,67.15,283.97
2026-01-16,TikTok Shop,Spark Retargeting,19.73,55.01
2026-01-16,Shopify,Holiday Push,91.24,207.25
2026-01-16,Amazon,Clearance Remarketing,29.75,35.36
2026-01-17,Shopify,Brand Search Always-On,58.53,270.08
2026-01-17,Shopify,Prospecting Broad,98.55,158.58
2026-01-17,Amazon,Sponsored Products,40.52,119.57
2026-01-17,Amazon,Sponsored Display,29.17,37.09
2026-01-17,TikTok Shop,Creator Boost,51.88,159.29
2026-01-17,TikTok Shop,Spark Retargeting,28.93,92.89
2026-01-17,Amazon,Clearance Remarketing,23.5,26.44
2026-01-18,Shopify,Brand Search Always-On,42.45,146.87
2026-01-18,Shopify,Prospecting Broad,49.84,68.94
2026-01-18,Amazon,Sponsored Products,70.53,283.78
2026-01-18,Amazon,Sponsored Display,38.88,66.83
2026-01-18,TikTok Shop,Creator Boost,33.07,161.86
2026-01-18,TikTok Shop,Spark Retargeting,30.88,70.54
2026-01-18,Shopify,Holiday Push,80.72,279.97
2026-01-18,Amazon,Clearance Remarketing,32.82,34.61
2026-01-19,Shopify,Brand Search Always-On,55.09,163.29
2026-01-19,Shopify,Prospecting Broad,50.99,58.87
2026-01-19,Amazon,Sponsored Products,55.17,210.87
2026-01-19,Amazon,Sponsored Display,27.13,37.41
2026-01-19,TikTok Shop,Creator Boost,41.36,165.55
2026-01-19,Shopify,Holiday Push,67.63,238.22
2026-01-19,Amazon,Clearance Remarketing,26.49,26.69
2026-01-20,Shopify,Brand Search Always-On,52.54,234.89
2026-01-20,Shopify,Prospecting Broad,82.62,144.02
2026-01-20,Amazon,Sponsored Products,40.57,97.24
2026-01-20,Amazon,Sponsored Display,44.52,74.37
2026-01-20,TikTok Shop,Creator Boost,48.02,196.35
2026-01-20,TikTok Shop,Spark Retargeting,28.68,90.09
2026-01-20,Shopify,Holiday Push,79.32,243.95
2026-01-20,Amazon,Clearance Remarketing,22.9,30.07
2026-01-21,Shopify,Brand Search Always-On,33.56,113.16
2026-01-21,Shopify,Prospecting Broad,87.79,128.98
2026-01-21,Amazon,Sponsored Products,78.02,262.05
2026-01-21,Amazon,Sponsored Display,37.92,71.12
2026-01-21,TikTok Shop,Creator Boost,48.23,214.24
2026-01-21,TikTok Shop,Spark Retargeting,34.96,70.55
2026-01-21,Shopify,Holiday Push,91.49,319.89
2026-01-21,Amazon,Clearance Remarketing,17.59,25.98
2026-01-22,Shopify,Brand Search Always-On,55.72,192.84
2026-01-22,Shopify,Prospecting Broad,60.57,82.52
2026-01-22,Amazon,Sponsored Products,40.38,92.64
2026-01-22,Amazon,Sponsored Display,38.41,44.82
2026-01-22,TikTok Shop,Creator Boost,74.85,301.58
2026-01-22,TikTok Shop,Spark Retargeting,38.95,82.81
2026-01-22,Shopify,Holiday Push,85.27,211.96
2026-01-22,Amazon,Clearance Remarketing,20.91,22.52
2026-01-23,Shopify,Brand Search Always-On,58.95,247.02
2026-01-23,Amazon,Sponsored Products,72.74,221.91
2026-01-23,Amazon,Sponsored Display,44.98,57.03
2026-01-23,TikTok Shop,Spark Retargeting,24.05,68.02
2026-01-23,Shopify,Holiday Push,67.43,247.2
2026-01-23,Amazon,Clearance Remarketing,20.22,24.37
2026-01-24,Shopify,Brand Search Always-On,46.99,186.99
2026-01-24,Shopify,Prospecting Broad,55.85,69.84
2026-01-24,Amazon,Sponsored Products,75.83,212.47
2026-01-24,Amazon,Sponsored Display,43.68,55.87
2026-01-24,TikTok Shop,Creator Boost,50.97,177.56
2026-01-24,TikTok Shop,Spark Retargeting,24.54,59.91
2026-01-25,Shopify,Brand Search Always-On,32.71,136.51
2026-01-25,Shopify,Prospecting Broad,92.37,154.36
2026-01-25,Amazon,Sponsored Products,82.15,309.61
2026-01-25,Amazon,Sponsored Display,26.9,40.05
2026-01-25,TikTok Shop,Creator Boost,72.96,276.2
2026-01-25,TikTok Shop,Spark Retargeting,28.01,75.39
2026-01-25,Shopify,Holiday Push,79.36,253.42
2026-01-25,Amazon,Clearance Remarketing,18.63,19.66
2026-01-26,Amazon,Sponsored Products,65.73,236.68
2026-01-26,Amazon,Sponsored Display,33.68,42.96
2026-01-26,TikTok Shop,Creator Boost,77,250.78
2026-01-26,Shopify,Holiday Push,61.99,162.64
2026-01-26,Amazon,Clearance Remarketing,25.71,25.63
2026-01-27,Shopify,Brand Search Always-On,33.11,150.9
2026-01-27,Shopify,Prospecting Broad,102.22,120.16
2026-01-27,Amazon,Sponsored Products,38.72,153.92
2026-01-27,Amazon,Sponsored Display,30.57,40.44
2026-01-27,TikTok Shop,Creator Boost,55.79,237.97
2026-01-27,Shopify,Holiday Push,83.73,202.96
2026-01-27,Amazon,Clearance Remarketing,22.75,27.89
2026-01-28,Shopify,Brand Search Always-On,57.64,260.17
2026-01-28,Amazon,Sponsored Products,76.65,242.48
2026-01-28,Amazon,Sponsored Display,42.47,54.35
2026-01-28,TikTok Shop,Creator Boost,52.05,207.48
2026-01-28,TikTok Shop,Spark Retargeting,22.41,75.03
2026-01-28,Shopify,Holiday Push,96.82,221.75
2026-01-28,Amazon,Clearance Remarketing,18.92,22.56
2026-01-29,Shopify,Brand Search Always-On,44.39,138.11
2026-01-29,Shopify,Prospecting Broad,72.42,92.13
2026-01-29,Amazon,Sponsored Display,40.03,57.49
2026-01-29,TikTok Shop,Creator Boost,76.48,336.46
2026-01-29,TikTok Shop,Spark Retargeting,25.04,48.85
2026-01-29,Shopify,Holiday Push,82.74,219.07
2026-01-29,Amazon,Clearance Remarketing,23.17,34.88
2026-01-30,Shopify,Brand Search Always-On,59.32,178.37
2026-01-30,Shopify,Prospecting Broad,51.52,76.24
2026-01-30,Amazon,Sponsored Products,42.76,112.79
2026-01-30,Amazon,Sponsored Display,26.5,28.94
2026-01-30,TikTok Shop,Creator Boost,41.65,165.89
2026-01-30,TikTok Shop,Spark Retargeting,26.67,87.01
2026-01-30,Shopify,Holiday Push,76.73,215.64
2026-01-30,Amazon,Clearance Remarketing,19.09,23.7
2026-01-31,Shopify,Brand Search Always-On,62.24,183.35
2026-01-31,Shopify,Prospecting Broad,85.02,97.83
2026-01-31,Amazon,Sponsored Products,49.36,132.46
2026-01-31,Amazon,Sponsored Display,34.16,63.9
2026-01-31,TikTok Shop,Creator Boost,65.57,252.3
2026-01-31,TikTok Shop,Spark Retargeting,18.95,50.55
2026-01-31,Shopify,Holiday Push,61.26,171.17
2026-01-31,Amazon,Clearance Remarketing,29.6,46.14
2026-02-01,Shopify,Brand Search Always-On,54.32,165.67
2026-02-01,Shopify,Prospecting Broad,53.68,85.22
2026-02-01,Amazon,Sponsored Products,61.04,152.87
2026-02-01,Amazon,Sponsored Display,29.84,32.33
2026-02-01,TikTok Shop,Creator Boost,39.88,137.91
2026-02-01,TikTok Shop,Spark Retargeting,25.58,70.3
2026-02-01,Shopify,Holiday Push,80.52,219.51
2026-02-01,Amazon,Clearance Remarketing,19.01,25.78
2026-02-02,Shopify,Brand Search Always-On,44.25,114.99
2026-02-02,Shopify,Prospecting Broad,107.85,138.36
2026-02-02,Amazon,Sponsored Products,55.31,132.53
2026-02-02,Amazon,Sponsored Display,38.23,44.76
2026-02-02,TikTok Shop,Spark Retargeting,41.57,103.97
2026-02-02,Shopify,Holiday Push,58.87,197.22
2026-02-03,Shopify,Brand Search Always-On,59.46,234.84
2026-02-03,Shopify,Prospecting Broad,50.27,79.01
2026-02-03,Amazon,Sponsored Products,79.62,253.12
2026-02-03,Amazon,Sponsored Display,47.21,62.87
2026-02-03,Amazon,Clearance Remarketing,33.08,36.11
2026-02-04,Shopify,Brand Search Always-On,56.89,166.1
2026-02-04,Shopify,Prospecting Broad,101.49,172.28
2026-02-04,Amazon,Sponsored Products,55.1,191.79
2026-02-04,Amazon,Sponsored Display,31.37,33.23
2026-02-04,TikTok Shop,Creator Boost,60.07,184.2
2026-02-04,TikTok Shop,Spark Retargeting,22.52,71.19
2026-02-04,Shopify,Holiday Push,95.53,337.49
2026-02-04,Amazon,Clearance Remarketing,24.96,28.7
2026-02-05,Shopify,Brand Search Always-On,54.23,172.82
2026-02-05,Amazon,Sponsored Products,60.08,206.79
2026-02-05,Amazon,Sponsored Display,36.9,56.2
2026-02-05,TikTok Shop,Creator Boost,55.72,171.62
2026-02-05,TikTok Shop,Spark Retargeting,36.19,78.68
2026-02-05,Amazon,Clearance Remarketing,34.29,49.05
2026-02-06,Shopify,Brand Search Always-On,41.51,164.44
2026-02-06,Shopify,Prospecting Broad,102,134.69
2026-02-06,Amazon,Sponsored Products,36.11,120.01
2026-02-06,TikTok Shop,Creator Boost,69.33,288.09
2026-02-06,TikTok Shop,Spark Retargeting,25.92,59.62
2026-02-06,Shopify,Holiday Push,77.3,262.07
2026-02-06,Amazon,Clearance Remarketing,22.01,28.72
2026-02-07,Shopify,Brand Search Always-On,61.7,187.13
2026-02-07,Shopify,Prospecting Broad,72.34,114.4
2026-02-07,Amazon,Sponsored Products,81.33,305.47
2026-02-07,Amazon,Sponsored Display,35.59,67.51
2026-02-07,TikTok Shop,Spark Retargeting,35.27,73.89
2026-02-07,Amazon,Clearance Remarketing,34.96,39.96
2026-02-08,Shopify,Brand Search Always-On,33.5,87.01
2026-02-08,Shopify,Prospecting Broad,108.6,131.18
2026-02-08,Amazon,Sponsored Products,58.06,162.11
2026-02-08,Amazon,Sponsored Display,25.91,39
2026-02-08,TikTok Shop,Creator Boost,62.92,243.3
2026-02-08,TikTok Shop,Spark Retargeting,27.61,84.39
2026-02-08,Shopify,Holiday Push,70.94,208.06
2026-02-08,Amazon,Clearance Remarketing,28.59,24.23
2026-02-09,Shopify,Brand Search Always-On,42.4,142.97
2026-02-09,Shopify,Prospecting Broad,101.84,144.82
2026-02-09,Amazon,Sponsored Products,43.8,175.5
2026-02-09,Amazon,Sponsored Display,28.58,49.56
2026-02-09,TikTok Shop,Creator Boost,63.16,253.67
2026-02-09,Shopify,Holiday Push,59.26,201.11
2026-02-09,Amazon,Clearance Remarketing,28.23,38.58
2026-02-10,Shopify,Brand Search Always-On,35.11,142.33
2026-02-10,Shopify,Prospecting Broad,103.64,148.81
2026-02-10,Amazon,Sponsored Products,41.17,151.2
2026-02-10,Amazon,Sponsored Display,32.01,49.79
2026-02-10,TikTok Shop,Creator Boost,65.26,306.63
2026-02-10,TikTok Shop,Spark Retargeting,37.06,95.38
2026-02-10,Shopify,Holiday Push,72.37,190.14
2026-02-10,Amazon,Clearance Remarketing,19.07,22.29
2026-02-11,Shopify,Prospecting Broad,64.44,82.41
2026-02-11,Amazon,Sponsored Products,40.17,93.63
2026-02-11,Amazon,Sponsored Display,32.17,49.21
2026-02-11,TikTok Shop,Creator Boost,59.96,268.46
2026-02-11,TikTok Shop,Spark Retargeting,37.79,98.36
2026-02-11,Shopify,Holiday Push,96.41,328.82
2026-02-11,Amazon,Clearance Remarketing,28,33.45
2026-02-12,Shopify,Prospecting Broad,50.64,90.24
2026-02-12,Amazon,Sponsored Products,75.67,199.03
2026-02-12,Amazon,Sponsored Display,32.97,42.21
2026-02-12,TikTok Shop,Creator Boost,69.37,287.1
2026-02-12,TikTok Shop,Spark Retargeting,39,128.07
2026-02-12,Shopify,Holiday Push,49.8,124.21
2026-02-12,Amazon,Clearance Remarketing,25.36,37.7
2026-02-13,Shopify,Brand Search Always-On,54.86,161.49
2026-02-13,Shopify,Prospecting Broad,51.63,60.69
2026-02-13,Amazon,Sponsored Products,81.05,227.98
