order_id,order_date,channel,customer_id
ORD001226,2025-11-17,Amazon,C01137
ORD001227,2026-06-24,Walmart,C00399
ORD001228,2026-03-10,TikTok Shop,C00357
ORD001229,2026-01-07,TikTok Shop,C01136
ORD001230,2025-11-20,Amazon,C00361
ORD001231,2026-03-02,Amazon,C00694
ORD001232,2026-03-23,Shopify,C00758
ORD001233,2025-08-17,Shopify,C00268
ORD001234,2026-03-18,TikTok Shop,C00652
ORD001235,2026-05-08,Shopify,C00672
ORD001236,2025-09-01,Shopify,C01041
ORD001237,2026-05-17,Shopify,C01042
ORD001238,2025-10-13,Shopify,C00660
ORD001239,2026-03-24,Wholesale,C00075
ORD001240,2025-10-14,Walmart,C00481
ORD001241,2025-11-04,Wholesale,C00322
ORD001242,2026-04-07,TikTok Shop,C00911
ORD001243,2025-08-25,Walmart,C00924
ORD001244,2025-09-23,TikTok Shop,C00560
ORD001245,2025-10-26,TikTok Shop,C00156
ORD001246,2025-09-30,TikTok Shop,C00467
ORD001247,2026-02-24,TikTok Shop,C00079
ORD001248,2025-08-23,TikTok Shop,C00391
ORD001249,2025-09-23,TikTok Shop,C00710
ORD001250,2025-07-26,Walmart,C00467
ORD001251,2025-12-30,Shopify,C01057
ORD001252,2026-01-15,Shopify,C00879
ORD001253,2026-04-18,TikTok Shop,C00285
ORD001254,2026-03-12,Shopify,C00859
ORD001255,2026-01-23,Wholesale,C00066
ORD001256,2025-11-15,Wholesale,C01176
ORD001257,2025-08-06,Wholesale,C00792
ORD001258,2025-10-22,TikTok Shop,C01167
ORD001259,2025-11-13,Wholesale,C00364
ORD001260,2026-04-25,Amazon,C00383
ORD001261,2025-11-11,TikTok Shop,C00422
ORD001262,2026-04-24,Walmart,C00118
ORD001263,2026-06-23,Walmart,C00801
ORD001264,2026-01-17,Wholesale,C00857
ORD001265,2025-08-21,Shopify,C00635
ORD001266,2026-04-17,Wholesale,C00416
ORD001267,2025-10-23,Amazon,C00818
ORD001268,2026-07-18,Wholesale,C00081
ORD001269,2025-11-04,Wholesale,C00359
ORD001270,2026-05-26,Walmart,C00788
ORD001271,2026-05-28,TikTok Shop,C01102
ORD001272,2026-03-24,Wholesale,C00249
ORD001273,2026-03-11,Walmart,C00924
ORD001274,2026-04-07,Wholesale,C00092
ORD001275,2026-06-02,TikTok Shop,C00818
ORD001276,2026-07-22,Amazon,C00514
ORD001277,2025-10-09,Walmart,C00993
ORD001278,2026-01-06,Walmart,C00288
ORD001279,2025-09-07,Wholesale,C00206
ORD001280,2026-02-21,Wholesale,C00801
ORD001281,2025-10-20,TikTok Shop,C00315
ORD001282,2026-04-02,Wholesale,C00443
ORD001283,2025-09-20,Walmart,C00108
ORD001284,2026-07-12,Shopify,C00410
ORD001285,2025-11-05,Amazon,C00030
ORD001286,2026-06-11,Shopify,C00343
ORD001287,2025-09-18,TikTok Shop,C00661
ORD001288,2025-08-21,Shopify,C00438
ORD001289,2025-08-17,Shopify,C00031
ORD001290,2025-09-27,Walmart,C00451
ORD001291,2026-05-28,Amazon,C00138
ORD001292,2025-11-21,Wholesale,C01024
ORD001293,2026-03-13,TikTok Shop,C00195
ORD001294,2026-05-11,Walmart,C00139
ORD001295,2026-06-10,Wholesale,C00028
ORD001296,2026-03-03,TikTok Shop,C00485
ORD001297,2026-07-17,TikTok Shop,C01022
ORD001298,2025-11-14,Amazon,C00488
ORD001299,2026-01-11,Amazon,C01067
ORD001300,2025-09-11,TikTok Shop,C00497
ORD001301,2026-01-23,Shopify,C00456
ORD001302,2026-04-18,Walmart,C00144
ORD001303,2025-11-20,Shopify,C00258
ORD001304,2026-04-22,Shopify,C01040
ORD001305,2025-12-28,TikTok Shop,C00337
ORD001306,2025-11-07,TikTok Shop,C00585
ORD001307,2026-02-04,Walmart,C00774
ORD001308,2026-02-19,Walmart,C01035
ORD001309,2026-02-01,Amazon,C00615
ORD001310,2026-01-11,Walmart,C00627
ORD001311,2025-08-25,Amazon,C00683
ORD001312,2026-03-14,Shopify,C00389
ORD001313,2025-08-09,Walmart,C00829
ORD001314,2026-07-05,TikTok Shop,C00146
ORD001315,2026-01-08,Shopify,C00894
ORD001316,2026-05-06,Walmart,C00869
ORD001317,2025-11-27,Shopify,C00536
ORD001318,2026-03-16,Amazon,C00240
ORD001319,2025-10-30,Wholesale,C00165
ORD001320,2025-08-04,Wholesale,C01092
ORD001321,2025-08-29,Shopify,C00551
ORD001322,2025-10-21,Amazon,C00199
ORD001323,2026-04-12,TikTok Shop,C00883
ORD001324,2026-06-14,Shopify,C00276
ORD001325,2026-06-24,Wholesale,C00226
ORD001326,2026-03-05,Amazon,C00375
ORD001327,2026-03-10,Walmart,C00224
ORD001328,2025-08-02,TikTok Shop,C00132
ORD001329,2026-05-18,Amazon,C00020
ORD001330,2026-04-12,Wholesale,C00086
ORD001331,2026-06-09,Walmart,C01066
ORD001332,2025-11-06,TikTok Shop,C00760
ORD001333,2026-03-05,Wholesale,C00118
ORD001334,2025-08-09,Walmart,C00285
ORD001335,2026-05-17,Wholesale,C00573
ORD001336,2026-05-14,Shopify,C00007
ORD001337,2025-10-01,Shopify,C00993
ORD001338,2026-01-23,Walmart,C00206
ORD001339,2026-02-11,Shopify,C01020
ORD001340,2026-04-04,Shopify,C00914
ORD001341,2026-01-12,Shopify,C00434
ORD001342,2026-07-15,Walmart,C00060
ORD001343,2025-11-10,TikTok Shop,C00452
ORD001344,2025-10-03,Amazon,C00682
ORD001345,2026-03-09,TikTok Shop,C00773
ORD001346,2026-01-10,TikTok Shop,C00180
ORD001347,2026-03-28,Wholesale,C00386
ORD001348,2026-06-06,TikTok Shop,C00127
ORD001349,2026-01-31,Shopify,C01065
ORD001350,2025-08-29,TikTok Shop,C00297
ORD001351,2026-01-23,Wholesale,C00581
ORD001352,2025-12-07,TikTok Shop,C01029
ORD001353,2025-12-30,TikTok Shop,C00772
ORD001354,2025-12-01,Shopify,C00461
ORD001355,2025-11-26,Amazon,C01123
ORD001356,2026-04-11,Walmart,C00801
ORD001357,2025-09-03,TikTok Shop,C00400
ORD001358,2026-06-23,TikTok Shop,C00938
ORD001359,2025-09-25,Shopify,C00447
ORD001360,2025-11-30,Walmart,C00345
ORD001361,2025-12-31,Walmart,C00368
ORD001362,2026-04-20,Wholesale,C00889
ORD001363,2026-02-02,Amazon,C00244
ORD001364,2025-11-13,TikTok Shop,C00354
ORD001365,2026-04-08,TikTok Shop,C00024
ORD001366,2025-12-27,Amazon,C01002
ORD001367,2026-06-05,Wholesale,C00371
ORD001368,2026-05-16,Amazon,C00667
ORD001369,2026-02-23,Walmart,C00041
ORD001370,2025-08-08,Shopify,C00241
ORD001371,2026-01-17,Amazon,C01137
ORD001372,2025-08-28,Wholesale,C00423
ORD001373,2025-11-24,Amazon,C01037
ORD001374,2025-10-31,Shopify,C00616
ORD001375,2025-11-27,Wholesale,C00912
ORD001376,2025-09-08,TikTok Shop,C01071
ORD001377,2026-05-21,Shopify,C00076
ORD001378,2025-12-28,Shopify,C00275
ORD001379,2026-06-25,Wholesale,C00865
ORD001380,2026-02-09,TikTok Shop,C00782
ORD001381,2026-06-10,Shopify,C01098
ORD001382,2025-07-25,Shopify,C00763
ORD001383,2026-04-06,Walmart,C00054
ORD001384,2026-06-27,Wholesale,C00834
ORD001385,2026-02-20,TikTok Shop,C00684
ORD001386,2026-01-20,Amazon,C00773
ORD001387,2026-01-01,Amazon,C00360
ORD001388,2025-08-15,Wholesale,C00556
ORD001389,2025-10-05,TikTok Shop,C01089
ORD001390,2026-02-11,Wholesale,C00319
ORD001391,2025-12-12,Shopify,C00857
ORD001392,2026-03-23,TikTok Shop,C00877
ORD001393,2026-05-14,Amazon,C00163
ORD001394,2026-02-03,Shopify,C01179
ORD001395,2026-03-24,Wholesale,C01010
ORD001396,2026-01-12,Walmart,C01020
ORD001397,2026-05-16,Amazon,C00871
ORD001398,2025-08-14,Shopify,C01073
ORD001399,2025-10-12,TikTok Shop,C00274
ORD001400,2025-11-05,TikTok Shop,C00232
ORD001401,2026-02-23,Walmart,C00602
ORD001402,2025-09-13,Shopify,C00625
ORD001403,2026-07-20,Amazon,C00943
ORD001404,2025-11-13,TikTok Shop,C00382
ORD001405,2026-01-11,Walmart,C00405
ORD001406,2026-07-02,Walmart,C00254
ORD001407,2026-04-22,Walmart,C00810
ORD001408,2026-01-29,Wholesale,C00552
ORD001409,2025-09-10,Shopify,C00287
ORD001410,2025-08-05,Amazon,C00389
ORD001411,2026-03-26,TikTok Shop,C00065
ORD001412,2026-03-18,TikTok Shop,C00244
ORD001413,2026-05-31,Walmart,C01028
ORD001414,2025-10-25,Shopify,C00705
ORD001415,2026-04-26,Walmart,C00984
ORD001416,2025-09-24,Shopify,C00313
ORD001417,2025-11-22,Shopify,C00879
ORD001418,2026-02-23,Wholesale,C00372
ORD001419,2025-07-30,Shopify,C00247
ORD001420,2026-02-24,TikTok Shop,C00394
ORD001421,2025-12-30,Wholesale,C00409
ORD001422,2025-08-30,Walmart,C01076
ORD001423,2025-10-20,Walmart,C00126
ORD001424,2026-06-16,TikTok Shop,C00719
ORD001425,2026-07-14,Amazon,C00107
ORD001426,2025-09-07,Walmart,C00379
ORD001427,2026-01-20,Amazon,C00199
ORD001428,2025-09-08,Shopify,C00566
ORD001429,2026-04-02,Amazon,C00218
ORD001430,2026-06-13,Amazon,C00391
ORD001431,2025-09-22,Amazon,C01120
ORD001432,2026-02-03,Amazon,C00262
ORD001433,2026-07-22,Wholesale,C00712
ORD001434,2026-04-29,Walmart,C00859
ORD001435,2025-11-15,Amazon,C01160
ORD001436,2026-02-07,Walmart,C01091
ORD001437,2026-04-24,Walmart,C00557
ORD001438,2025-11-08,Shopify,C01172
ORD001439,2026-01-02,Wholesale,C00933
ORD001440,2026-06-14,Wholesale,C00244
ORD001441,2026-01-28,Wholesale,C00488
ORD001442,2026-01-24,TikTok Shop,C00106
ORD001443,2025-10-27,Wholesale,C00756
ORD001444,2026-01-18,Wholesale,C00604
ORD001445,2026-02-24,TikTok Shop,C00362
ORD001446,2025-09-19,Wholesale,C01129
ORD001447,2025-12-20,TikTok Shop,C00551
ORD001448,2025-10-07,Shopify,C00914
ORD001449,2026-07-18,Shopify,C00982
ORD001450,2026-03-14,Walmart,C00379
ORD001451,2026-02-07,Shopify,C00578
ORD001452,2026-05-10,Shopify,C00808
ORD001453,2026-07-01,Shopify,C00932
ORD001454,2025-09-16,Walmart,C00787
ORD001455,2026-06-25,Amazon,C00271
ORD001456,2025-08-21,Shopify,C00028
ORD001457,2025-11-09,Amazon,C00415
ORD001458,2026-05-21,Shopify,C00630
ORD001459,2026-05-27,Wholesale,C00548
ORD001460,2026-06-21,Amazon,C01048
ORD001461,2026-01-02,Shopify,C00875
ORD001462,2025-12-03,Walmart,C00231
ORD001463,2026-07-22,TikTok Shop,C00732
ORD001464,2026-05-26,Amazon,C00739
ORD001465,2026-02-07,Shopify,C00878
ORD001466,2025-11-05,TikTok Shop,C00213
ORD001467,2026-06-08,Amazon,C00305
ORD001468,2025-07-25,Amazon,C00232
ORD001469,2025-11-11,Shopify,C00789
ORD001470,2026-05-02,Walmart,C00683
ORD001471,2025-11-17,Walmart,C01126
ORD001472,2026-06-15,Walmart,C00172
ORD001473,2026-03-09,Shopify,C00036
ORD001474,2026-03-07,Amazon,C00716
ORD001475,2026-04-07,Wholesale,C00863
ORD001476,2026-01-31,Amazon,C00283
ORD001477,2026-06-26,Amazon,C00870
ORD001478,2025-09-20,Walmart,C00324
ORD001479,2026-01-14,Shopify,C00162
ORD001480,2026-02-19,Wholesale,C00853
ORD001481,2026-01-29,Shopify,C01081
ORD001482,2025-12-06,TikTok Shop,C00228
ORD001483,2025-12-01,Wholesale,C00356
ORD001484,2026-02-24,Wholesale,C01028
ORD001485,2026-05-17,Amazon,C01069
ORD001486,2026-02-21,Shopify,C00804
ORD001487,2025-12-18,Walmart,C00978
ORD001488,2026-01-17,TikTok Shop,C00869
ORD001489,2026-07-22,Amazon,C00160
ORD001490,2025-11-26,TikTok Shop,C00334
ORD001491,2026-06-27,Wholesale,C00414
ORD001492,2025-10-06,Wholesale,C00991
ORD001493,2026-04-21,Amazon,C00633
ORD001494,2025-10-25,Walmart,C01025
ORD001495,2026-03-04,TikTok Shop,C00266
ORD001496,2025-12-20,Amazon,C00783
ORD001497,2025-10-23,Shopify,C00949
ORD001498,2026-06-22,Shopify,C00289
ORD001499,2026-05-22,TikTok Shop,C00883
ORD001500,2025-12-31,Shopify,C00154
ORD001501,2025-08-10,Amazon,C00031
ORD001502,2025-11-25,Walmart,C00193
ORD001503,2026-05-10,Amazon,C00574
ORD001504,2026-01-24,TikTok Shop,C00970
ORD001505,2026-04-24,Amazon,C00745
ORD001506,2026-07-14,Walmart,C00752
ORD001507,2026-06-05,TikTok Shop,C00088
ORD001508,2025-12-20,TikTok Shop,C00770
ORD001509,2025-12-21,Amazon,C00457
ORD001510,2026-04-08,Walmart,C01096
ORD001511,2026-05-28,Walmart,C00888
ORD001512,2026-06-08,Amazon,C00650
ORD001513,2026-04-04,Amazon,C00571
ORD001514,2025-09-22,Shopify,C00656
ORD001515,2026-02-02,Shopify,C00111
ORD001516,2025-08-08,TikTok Shop,C00517
ORD001517,2025-09-12,Amazon,C00611
ORD001518,2026-02-05,Amazon,C00190
ORD001519,2026-03-11,TikTok Shop,C00859
ORD001520,2025-11-30,Wholesale,C00797
ORD001521,2026-06-27,Amazon,C01185
ORD001522,2025-09-01,Shopify,C01023
ORD001523,2026-06-29,Walmart,C00258
ORD001524,2026-06-18,Wholesale,C00341
ORD001525,2026-01-11,TikTok Shop,C00746
ORD001526,2025-09-01,Wholesale,C00256
ORD001527,2026-02-14,Wholesale,C00873
ORD001528,2026-07-13,Shopify,C01133
ORD001529,2026-01-18,Wholesale,C00204
ORD001530,2025-07-30,Amazon,C00843
ORD001531,2026-05-01,Walmart,C01031
ORD001532,2025-09-18,Wholesale,C00781
ORD001533,2025-12-31,Amazon,C00719
ORD001534,2026-06-28,Shopify,C01040
ORD001535,2026-04-05,Shopify,C00009
ORD001536,2025-09-22,TikTok Shop,C01063
ORD001537,2025-08-23,Shopify,C01139
ORD001538,2026-01-23,Shopify,C00800
ORD001539,2026-05-24,Amazon,C00259
ORD001540,2025-11-04,Amazon,C00192
ORD001541,2025-12-03,Wholesale,C00314
ORD001542,2026-03-24,Wholesale,C00784
ORD001543,2026-04-20,TikTok Shop,C00383
ORD001544,2025-12-26,Shopify,C01097
ORD001545,2026-04-03,Amazon,C00564
ORD001546,2025-08-25,Wholesale,C00212
ORD001547,2026-06-20,Amazon,C00291
ORD001548,2025-11-29,Walmart,C00741
ORD001549,2026-06-21,Walmart,C00045
ORD001550,2026-04-12,Walmart,C00769
ORD001551,2026-06-23,Amazon,C00366
ORD001552,2026-02-17,Wholesale,C01120
ORD001553,2025-12-19,Amazon,C00395
ORD001554,2025-11-24,Amazon,C00445
ORD001555,2026-03-25,Shopify,C00171
ORD001556,2026-04-30,TikTok Shop,C01130
ORD001557,2026-07-04,Shopify,C00513
ORD001558,2026-05-15,Walmart,C00211
ORD001559,2026-01-30,Walmart,C00868
ORD001560,2026-06-28,Walmart,C00410
ORD001561,2026-02-20,Wholesale,C00519
ORD001562,2025-08-07,Amazon,C00369
ORD001563,2026-03-21,Amazon,C00441
ORD001564,2025-08-20,TikTok Shop,C00023
ORD001565,2025-10-24,Walmart,C00581
ORD001566,2026-03-27,Wholesale,C00864
ORD001567,2026-04-16,Walmart,C01022
ORD001568,2026-07-17,Amazon,C00255
ORD001569,2025-11-13,Shopify,C01181
ORD001570,2025-10-21,Wholesale,C00010
ORD001571,2026-05-11,Wholesale,C01081
ORD001572,2025-08-29,Amazon,C00963
ORD001573,2026-01-09,TikTok Shop,C00650
ORD001574,2025-09-01,Walmart,C00097
ORD001575,2026-05-16,TikTok Shop,C00211
ORD001576,2026-03-28,Amazon,C00285
ORD001577,2026-04-24,Shopify,C00349
ORD001578,2026-06-28,Wholesale,C00011
ORD001579,2025-09-02,Amazon,C00541
ORD001580,2026-01-13,Shopify,C01195
ORD001581,2025-09-27,Wholesale,C00847
ORD001582,2026-04-20,Walmart,C00575
ORD001583,2025-11-18,TikTok Shop,C00170
ORD001584,2026-07-10,Amazon,C01013
ORD001585,2025-08-05,Shopify,C00959
ORD001586,2025-08-11,Shopify,C01081
ORD001587,2025-11-27,Shopify,C00449
ORD001588,2026-05-30,Walmart,C00385
ORD001589,2025-08-15,Shopify,C00630
ORD001590,2025-11-15,Amazon,C00944
ORD001591,2025-12-11,Walmart,C01088
ORD001592,2025-12-17,TikTok Shop,C00884
ORD001593,2026-01-08,Wholesale,C00883
ORD001594,2025-09-19,Amazon,C00784
ORD001595,2025-10-27,Wholesale,C00566
ORD001596,2026-02-16,Shopify,C00228
ORD001597,2026-01-01,Amazon,C01179
ORD001598,2026-03-01,TikTok Shop,C00464
ORD001599,2026-04-15,Walmart,C00422
ORD001600,2026-05-28,TikTok Shop,C00590
ORD001601,2025-10-02,Shopify,C00646
ORD001602,2025-09-29,Amazon,C00972
ORD001603,2025-09-30,Amazon,C00350
ORD001604,2025-08-24,Walmart,C00225
ORD001605,2026-03-18,Shopify,C01076
ORD001606,2026-06-28,Walmart,C01005
ORD001607,2025-12-20,Amazon,C00723
ORD001608,2026-03-22,Wholesale,C00043
ORD001609,2026-04-16,Shopify,C00732
ORD001610,2025-10-26,TikTok Shop,C00423
ORD001611,2026-02-03,Wholesale,C00359
ORD001612,2026-07-14,TikTok Shop,C00634
ORD001613,2026-03-08,Wholesale,C00252
ORD001614,2025-09-18,Amazon,C01022
ORD001615,2025-10-23,TikTok Shop,C00998
ORD001616,2026-01-20,Amazon,C00446
ORD001617,2026-03-29,TikTok Shop,C00011
ORD001618,2025-10-31,Shopify,C00718
ORD001619,2026-01-19,Shopify,C00403
ORD001620,2025-11-01,Amazon,C00970
ORD001621,2026-04-09,Amazon,C00536
ORD001622,2025-07-28,TikTok Shop,C01185
ORD001623,2026-07-09,Shopify,C00853
ORD001624,2026-06-02,Wholesale,C00376
ORD001625,2026-01-21,TikTok Shop,C01032
ORD001626,2026-07-09,Walmart,C00945
ORD001627,2025-11-13,Walmart,C00182
ORD001628,2026-04-14,Shopify,C01189
ORD001629,2026-02-22,Shopify,C00826
ORD001630,2025-09-24,Amazon,C00554
ORD001631,2025-08-22,TikTok Shop,C00125
ORD001632,2026-01-12,Shopify,C01058
ORD001633,2025-12-06,Shopify,C00458
ORD001634,2026-03-10,Amazon,C00138
ORD001635,2025-11-18,Wholesale,C00199
ORD001636,2026-03-30,Walmart,C00051
ORD001637,2026-01-05,Walmart,C00377
ORD001638,2026-04-19,Wholesale,C00900
ORD001639,2025-10-30,Shopify,C00493
ORD001640,2026-01-18,Walmart,C00984
ORD001641,2026-06-18,TikTok Shop,C00564
ORD001642,2025-11-19,Walmart,C00304
ORD001643,2025-10-10,Amazon,C01156
ORD001644,2025-12-21,Amazon,C00727
ORD001645,2026-06-21,TikTok Shop,C00019
ORD001646,2026-01-28,TikTok Shop,C01076
ORD001647,2025-09-04,TikTok Shop,C01154
ORD001648,2025-10-25,Walmart,C00140
ORD001649,2025-12-20,Shopify,C00664
ORD001650,2026-03-04,Amazon,C00326
ORD001651,2025-12-11,Walmart,C00976
ORD001652,2026-03-05,Walmart,C00861
ORD001653,2025-11-16,Amazon,C00077
ORD001654,2026-04-22,Amazon,C00921
ORD001655,2025-11-16,Walmart,C00897
ORD001656,2025-08-02,Amazon,C01193
ORD001657,2026-06-12,Amazon,C00288
ORD001658,2026-04-06,Wholesale,C01120
ORD001659,2025-12-25,Wholesale,C01017
ORD001660,2025-11-08,Wholesale,C00722
ORD001661,2025-07-28,Walmart,C00771
ORD001662,2026-03-01,Shopify,C01060
ORD001663,2026-06-25,Amazon,C01108
ORD001664,2026-04-17,Walmart,C00733
ORD001665,2026-05-23,Amazon,C01095
ORD001666,2026-05-10,Wholesale,C00965
ORD001667,2025-08-13,TikTok Shop,C00411
ORD001668,2026-07-13,Amazon,C00483
ORD001669,2026-03-17,Walmart,C00166
ORD001670,2026-05-10,Walmart,C01040
ORD001671,2026-02-02,Walmart,C00622
ORD001672,2026-06-13,Amazon,C00402
ORD001673,2026-07-11,Walmart,C00257
ORD001674,2026-07-10,Amazon,C00754
ORD001675,2025-11-13,Shopify,C00476
ORD001676,2026-05-22,Shopify,C00846
ORD001677,2026-05-31,Amazon,C00260
ORD001678,2025-10-22,TikTok Shop,C00501
ORD001679,2026-03-17,Amazon,C00157
ORD001680,2026-06-01,Shopify,C00909
ORD001681,2025-12-08,TikTok Shop,C01109
ORD001682,2025-10-18,TikTok Shop,C00161
ORD001683,2026-03-29,TikTok Shop,C01133
ORD001684,2025-10-06,Shopify,C00074
ORD001685,2026-03-23,Amazon,C00044
ORD001686,2025-10-30,TikTok Shop,C00174
ORD001687,2026-04-14,Walmart,C00039
ORD001688,2026-05-14,Shopify,C00777
ORD001689,2026-04-30,TikTok Shop,C00065
ORD001690,2026-05-19,Amazon,C00699
ORD001691,2026-04-07,TikTok Shop,C01096
ORD001692,2026-04-15,Walmart,C00488
ORD001693,2026-06-15,TikTok Shop,C00176
ORD001694,2025-09-16,TikTok Shop,C01170
ORD001695,2026-03-25,TikTok Shop,C00026
ORD001696,2025-08-31,TikTok Shop,C00367
ORD001697,2026-07-10,Walmart,C00076
ORD001698,2026-03-25,Wholesale,C00163
ORD001699,2026-04-02,Shopify,C00529
ORD001700,2025-08-09,Shopify,C00301
ORD001701,2025-11-21,Wholesale,C00650
ORD001702,2026-05-27,Amazon,C00531
ORD001703,2026-01-12,Wholesale,C00481
ORD001704,2025-08-06,Amazon,C01047
ORD001705,2026-03-07,TikTok Shop,C01169
ORD001706,2025-12-13,Shopify,C00051
ORD001707,2026-05-05,TikTok Shop,C00964
ORD001708,2025-09-14,Amazon,C00596
ORD001709,2025-08-29,Amazon,C00434
ORD001710,2026-07-13,Wholesale,C00067
ORD001711,2025-11-16,Wholesale,C00249
ORD001712,2025-11-28,Shopify,C01179
ORD001713,2026-05-11,Shopify,C00934
ORD001714,2026-01-02,TikTok Shop,C00164
ORD001715,2025-10-01,Wholesale,C00472
ORD001716,2025-10-10,Wholesale,C00502
ORD001717,2025-09-14,TikTok Shop,C00700
ORD001718,2026-05-26,Wholesale,C00304
ORD001719,2026-02-19,Amazon,C00858
ORD001720,2026-06-30,Amazon,C00884
ORD001721,2025-12-14,Shopify,C01055
ORD001722,2026-02-16,TikTok Shop,C00244
ORD001723,2026-02-04,TikTok Shop,C00920
ORD001724,2026-07-14,Shopify,C00376
ORD001725,2025-11-07,Walmart,C00777
ORD001726,2026-06-12,Amazon,C00476
ORD001727,2025-09-26,TikTok Shop,C00662
ORD001728,2025-11-01,Shopify,C00882
ORD001729,2026-07-14,Amazon,C00590
ORD001730,2026-06-10,TikTok Shop,C00532
ORD001731,2026-01-28,Wholesale,C01042
ORD001732,2026-06-03,Wholesale,C01102
ORD001733,2025-11-16,Amazon,C00757
ORD001734,2026-05-10,Walmart,C01067
ORD001735,2026-06-28,Amazon,C00246
ORD001736,2025-12-03,Shopify,C00571
ORD001737,2026-06-02,Shopify,C01039
ORD001738,2025-09-07,TikTok Shop,C00079
ORD001739,2026-01-22,Amazon,C00504
ORD001740,2025-08-23,Shopify,C00401
ORD001741,2025-09-17,Walmart,C00579
ORD001742,2026-05-13,Wholesale,C00439
ORD001743,2025-10-20,Walmart,C01143
ORD001744,2026-06-24,Wholesale,C00481
ORD001745,2026-04-13,TikTok Shop,C00994
ORD001746,2026-05-02,TikTok Shop,C00198
ORD001747,2026-04-12,Walmart,C00916
ORD001748,2025-12-26,Walmart,C00654
ORD001749,2026-06-18,Wholesale,C00844
ORD001750,2026-06-02,Walmart,C00125
ORD001751,2026-02-26,Walmart,C00817
ORD001752,2025-12-14,TikTok Shop,C00094
ORD001753,2025-08-29,Wholesale,C00423
ORD001754,2026-05-28,Amazon,C00683
ORD001755,2025-12-25,TikTok Shop,C01097
ORD001756,2025-07-30,Shopify,C00595
ORD001757,2025-11-04,Walmart,C00442
ORD001758,2026-02-18,Wholesale,C00815
ORD001759,2025-09-10,Amazon,C00472
ORD001760,2026-01-17,Shopify,C00553
ORD001761,2025-12-15,Wholesale,C00851
ORD001762,2026-04-12,Amazon,C00802
ORD001763,2026-05-11,TikTok Shop,C00871
ORD001764,2026-04-12,TikTok Shop,C01181
ORD001765,2025-11-03,Shopify,C00833
ORD001766,2026-03-09,Walmart,C00807
ORD001767,2025-12-19,Wholesale,C00051
ORD001768,2026-06-09,Wholesale,C00224
ORD001769,2026-03-29,Shopify,C01004
ORD001770,2026-07-25,Wholesale,C01161
ORD001771,2025-12-16,TikTok Shop,C00844
ORD001772,2025-09-05,Wholesale,C00833
ORD001773,2026-04-13,Wholesale,C01001
ORD001774,2025-10-23,Wholesale,C01137
ORD001775,2026-01-24,Amazon,C00332
ORD001776,2025-08-03,Walmart,C01015
ORD001777,2026-03-22,Shopify,C01121
ORD001778,2026-07-03,Walmart,C00603
ORD001779,2026-02-28,Shopify,C00595
ORD001780,2025-11-29,Shopify,C00677
ORD001781,2026-07-15,Walmart,C00368
ORD001782,2026-03-18,Amazon,C00639
ORD001783,2025-10-18,Amazon,C00960
ORD001784,2026-04-02,Shopify,C00563
ORD001785,2025-08-18,TikTok Shop,C01150
ORD001786,2026-03-28,TikTok Shop,C00366
ORD001787,2026-06-09,TikTok Shop,C01179
ORD001788,2026-01-21,Amazon,C00475
ORD001789,2026-07-13,Shopify,C00338
ORD001790,2026-04-23,Shopify,C01048
ORD001791,2025-11-19,Wholesale,C00241
ORD001792,2026-04-03,Walmart,C00790
ORD001793,2025-12-30,Wholesale,C00439
ORD001794,2025-09-08,Walmart,C01148
ORD001795,2025-09-17,TikTok Shop,C00365
ORD001796,2025-08-11,TikTok Shop,C00869
ORD001797,2025-08-08,Walmart,C00767
ORD001798,2025-11-20,Walmart,C00740
ORD001799,2026-02-01,TikTok Shop,C00520
ORD001800,2025-09-08,Amazon,C00519
ORD001801,2025-08-31,Walmart,C00356
ORD001802,2025-10-24,Amazon,C00314
ORD001803,2026-07-04,Walmart,C00128
ORD001804,2026-02-18,TikTok Shop,C00649
ORD001805,2025-09-15,Amazon,C00134
ORD001806,2025-12-22,TikTok Shop,C00172
ORD001807,2026-01-17,TikTok Shop,C00407
ORD001808,2025-12-16,Wholesale,C00719
ORD001809,2026-04-11,Wholesale,C00177
ORD001810,2026-05-09,Shopify,C00651
ORD001811,2026-04-21,Amazon,C00506
ORD001812,2026-02-19,Walmart,C00588
ORD001813,2026-01-03,Wholesale,C00647
ORD001814,2026-03-10,Shopify,C00605
ORD001815,2026-05-09,TikTok Shop,C01186
ORD001816,2026-05-03,Wholesale,C00790
ORD001817,2025-09-23,Walmart,C00711
ORD001818,2026-07-03,TikTok Shop,C00447
ORD001819,2026-01-02,Walmart,C00287
ORD001820,2026-04-05,Wholesale,C00070
ORD001821,2025-09-01,Walmart,C00974
ORD001822,2026-06-13,TikTok Shop,C00334
ORD001823,2026-01-31,Wholesale,C00935
ORD001824,2026-03-21,TikTok Shop,C00692
ORD001825,2025-12-30,Wholesale,C00221
ORD001826,2026-07-24,Wholesale,C00059
ORD001827,2025-11-10,TikTok Shop,C01074
ORD001828,2025-08-06,Shopify,C00683
ORD001829,2026-04-19,Shopify,C00709
ORD001830,2025-12-15,Shopify,C00411
ORD001831,2025-10-17,Amazon,C00379
ORD001832,2026-01-13,Amazon,C00502
ORD001833,2026-01-13,Amazon,C00978
ORD001834,2025-10-24,Walmart,C01127
ORD001835,2026-06-22,Amazon,C00794
ORD001836,2025-12-12,Walmart,C00670
ORD001837,2025-09-01,TikTok Shop,C01001
