order_id,gateway,gross,processing_fee,platform_fee,net_payout,payout_date
ORD000965,TikTok Payments,181.14,3.62,10.87,166.65,2025-09-15
ORD000966,TikTok Payments,106.44,2.13,6.39,97.92,2026-03-08
ORD000967,Walmart Marketplace,66.23,0,7.95,58.28,2025-10-31
ORD000970,TikTok Payments,149.76,3,8.99,137.77,2025-11-08
ORD000971,Walmart Marketplace,73.59,0,8.83,64.76,2026-06-03
ORD000972,TikTok Payments,90.69,1.81,5.44,83.44,2025-12-23
ORD000973,Walmart Marketplace,83.78,0,10.05,73.73,2025-10-14
ORD000975,Walmart Marketplace,121.34,0,14.56,106.78,2026-03-31
ORD000976,Walmart Marketplace,251.18,0,30.14,221.04,2026-05-27
ORD000977,Shopify Payments,261.77,7.89,0,253.88,2026-05-03
ORD000979,Amazon Marketplace,143.04,0,21.46,121.58,2026-06-08
ORD000980,Walmart Marketplace,96.28,0,11.55,84.73,2026-06-24
ORD000981,Walmart Marketplace,302.08,0,36.25,265.83,2025-10-10
ORD000982,Amazon Marketplace,111.77,0,16.77,95,2025-12-08
ORD000983,Shopify Payments,135.12,4.22,0,130.9,2025-09-07
ORD000984,TikTok Payments,112.22,2.24,6.73,103.25,2026-03-15
ORD000986,TikTok Payments,160.24,3.2,9.61,147.43,2026-07-27
ORD000987,Shopify Payments,82.17,2.68,0,79.49,2025-11-26
ORD000988,TikTok Payments,87.8,1.76,5.27,80.77,2026-03-13
ORD000989,Shopify Payments,25.89,1.05,0,24.84,2026-04-16
ORD000990,Walmart Marketplace,55.04,0,6.6,48.44,2026-07-28
ORD000991,Amazon Marketplace,212.52,0,31.88,180.64,2026-01-02
ORD000993,Shopify Payments,95.58,3.07,0,92.51,2026-07-29
ORD000994,Amazon Marketplace,144.4,0,21.66,122.74,2026-05-13
ORD000995,Shopify Payments,35.03,1.32,0,33.71,2025-10-12
ORD000996,Walmart Marketplace,69.67,0,8.36,61.31,2025-09-08
ORD000997,Amazon Marketplace,180.76,0,27.11,153.65,2026-03-27
ORD000998,Shopify Payments,170.42,5.24,0,165.18,2026-04-23
ORD000999,Amazon Marketplace,54.78,0,8.22,46.56,2026-06-27
ORD001000,Shopify Payments,44.19,1.58,0,42.61,2026-03-28
ORD001001,Amazon Marketplace,283.59,0,42.54,241.05,2025-11-10
ORD001002,Shopify Payments,169.9,5.23,0,164.67,2025-09-05
ORD001003,Walmart Marketplace,165.12,0,19.81,145.31,2026-05-06
ORD001004,Walmart Marketplace,202.07,0,24.25,177.82,2026-06-04
ORD001005,Walmart Marketplace,190.65,0,22.88,167.77,2025-12-04
ORD001007,TikTok Payments,48.48,0.97,2.91,44.6,2026-04-24
ORD001008,Walmart Marketplace,146.69,0,17.6,129.09,2026-03-30
ORD001009,Shopify Payments,181.23,5.56,0,175.67,2026-06-05
ORD001010,Amazon Marketplace,284.22,0,42.63,241.59,2025-09-25
ORD001011,Walmart Marketplace,286.36,0,34.36,252,2026-06-14
ORD001012,Shopify Payments,82.56,2.69,0,79.87,2026-03-04
ORD001013,Walmart Marketplace,41.79,0,5.01,36.78,2026-06-07
ORD001014,Amazon Marketplace,48.48,0,7.27,41.21,2025-08-24
ORD001015,Shopify Payments,148.64,4.61,0,144.03,2025-12-10
ORD001016,Walmart Marketplace,299.01,0,35.88,263.13,2026-03-04
ORD001018,Walmart Marketplace,224.47,0,26.94,197.53,2026-04-21
ORD001019,Shopify Payments,349.53,10.44,0,339.09,2025-12-18
ORD001020,Walmart Marketplace,120.76,0,14.49,106.27,2025-09-05
ORD001022,Walmart Marketplace,353.46,0,42.42,311.04,2026-04-18
ORD001023,TikTok Payments,16.74,0.33,1,15.41,2025-12-12
ORD001024,Shopify Payments,95.42,3.07,0,92.35,2025-07-31
ORD001025,Amazon Marketplace,193.15,0,28.97,164.18,2026-07-05
ORD001026,Shopify Payments,15.12,0.74,0,14.38,2026-01-06
ORD001027,Amazon Marketplace,24.58,0,3.69,20.89,2026-06-24
ORD001028,Amazon Marketplace,417.88,0,62.68,355.2,2026-02-14
ORD001029,TikTok Payments,280.69,5.61,16.84,258.24,2025-09-11
ORD001030,TikTok Payments,48.48,0.97,2.91,44.6,2026-01-16
ORD001031,Shopify Payments,134.34,4.2,0,130.14,2025-12-16
ORD001032,TikTok Payments,48.48,0.97,2.91,44.6,2026-04-04
ORD001034,Shopify Payments,250.79,7.57,0,243.22,2026-06-14
ORD001036,TikTok Payments,253.32,5.07,15.2,233.05,2026-05-04
ORD001037,Walmart Marketplace,271.3,0,32.56,238.74,2025-10-07
ORD001040,Shopify Payments,106.33,3.38,0,102.95,2026-05-08
ORD001041,Walmart Marketplace,99.71,0,11.97,87.74,2026-02-26
ORD001042,Walmart Marketplace,44.42,0,5.33,39.09,2026-04-19
ORD001043,Amazon Marketplace,309.08,0,46.36,262.72,2025-11-20
ORD001044,Walmart Marketplace,29.25,0,3.51,25.74,2026-04-06
ORD001045,Shopify Payments,349.7,10.44,0,339.26,2026-06-07
ORD001046,Amazon Marketplace,82.8,0,12.42,70.38,2026-07-31
ORD001047,Amazon Marketplace,255.66,0,38.35,217.31,2026-03-07
ORD001048,Amazon Marketplace,165.68,0,24.85,140.83,2026-06-05
ORD001049,Shopify Payments,104.04,3.32,0,100.72,2026-02-01
ORD001050,Shopify Payments,95.4,3.07,0,92.33,2026-01-25
ORD001051,TikTok Payments,163.1,3.26,9.79,150.05,2026-01-19
ORD001052,Amazon Marketplace,307.47,0,46.12,261.35,2026-06-24
ORD001053,Walmart Marketplace,75.72,0,9.09,66.63,2026-05-20
ORD001054,TikTok Payments,100.4,2.01,6.02,92.37,2026-03-20
ORD001055,Walmart Marketplace,44.49,0,5.34,39.15,2025-11-20
ORD001056,TikTok Payments,30.24,0.6,1.81,27.83,2025-12-05
ORD001057,Shopify Payments,446.13,13.24,0,432.89,2026-06-24
ORD001058,Walmart Marketplace,79.17,0,9.5,69.67,2025-11-11
ORD001060,Amazon Marketplace,287.91,0,43.19,244.72,2026-08-06
ORD001061,TikTok Payments,55.04,1.1,3.3,50.64,2025-09-04
ORD001062,Shopify Payments,376.62,11.22,0,365.4,2025-11-13
ORD001063,TikTok Payments,359.92,7.2,21.6,331.12,2026-07-09
ORD001064,TikTok Payments,100.88,2.02,6.05,92.81,2026-01-23
ORD001066,TikTok Payments,59.32,1.19,3.56,54.57,2026-05-19
ORD001068,Shopify Payments,125.28,3.93,0,121.35,2026-03-05
ORD001069,Walmart Marketplace,99.88,0,11.99,87.89,2026-04-04
ORD001070,Shopify Payments,361.08,10.77,0,350.31,2026-04-14
ORD001071,Shopify Payments,294.36,8.84,0,285.52,2025-12-23
ORD001072,Shopify Payments,259.88,7.84,0,252.04,2025-12-05
ORD001073,Shopify Payments,279.07,8.39,0,270.68,2025-08-08
ORD001074,Walmart Marketplace,293.55,0,35.23,258.32,2026-02-15
ORD001076,Walmart Marketplace,269.31,0,32.32,236.99,2025-12-13
ORD001077,TikTok Payments,196.71,3.93,11.8,180.98,2025-10-10
ORD001078,TikTok Payments,331.34,6.63,19.88,304.83,2026-02-08
ORD001080,TikTok Payments,145.44,2.91,8.73,133.8,2025-12-18
ORD001081,TikTok Payments,135.15,2.7,8.11,124.34,2026-06-08
ORD001082,Walmart Marketplace,292.36,0,35.08,257.28,2025-11-16
ORD001083,Amazon Marketplace,58.98,0,8.85,50.13,2025-12-19
ORD001084,Shopify Payments,149,4.62,0,144.38,2025-11-13
ORD001085,Amazon Marketplace,127.44,0,19.12,108.32,2026-07-17
ORD001087,TikTok Payments,49.06,0.98,2.94,45.14,2026-04-30
ORD001088,Shopify Payments,106.64,3.39,0,103.25,2026-07-04
ORD001090,Shopify Payments,255.13,7.7,0,247.43,2026-03-01
ORD001091,TikTok Payments,194.29,3.89,11.66,178.74,2025-08-05
ORD001092,Walmart Marketplace,302.6,0,36.31,266.29,2026-02-25
ORD001093,TikTok Payments,10.46,0.21,0.63,9.62,2025-10-15
ORD001094,TikTok Payments,78.32,1.57,4.7,72.05,2025-09-05
ORD001095,Amazon Marketplace,110.23,0,16.53,93.7,2025-11-09
ORD001096,Amazon Marketplace,168.28,0,25.24,143.04,2026-05-15
ORD001097,TikTok Payments,60.48,1.21,3.63,55.64,2026-01-06
ORD001098,Walmart Marketplace,164.43,0,19.73,144.7,2026-02-15
ORD001099,Walmart Marketplace,269.35,0,32.32,237.03,2026-03-12
ORD001100,Amazon Marketplace,311.96,0,46.79,265.17,2026-05-29
ORD001101,Amazon Marketplace,197.52,0,29.63,167.89,2025-11-10
ORD001102,TikTok Payments,202.32,4.05,12.14,186.13,2026-04-27
ORD001103,Shopify Payments,109.56,3.48,0,106.08,2026-01-28
ORD001104,TikTok Payments,48.85,0.98,2.93,44.94,2026-04-08
ORD001105,Amazon Marketplace,140.12,0,21.02,119.1,2026-05-11
ORD001106,Walmart Marketplace,206.46,0,24.78,181.68,2026-02-14
ORD001108,Amazon Marketplace,230.4,0,34.56,195.84,2026-06-11
ORD001109,Walmart Marketplace,143.1,0,17.17,125.93,2025-08-15
ORD001111,Amazon Marketplace,198.12,0,29.72,168.4,2025-12-01
ORD001112,Walmart Marketplace,212.91,0,25.55,187.36,2025-11-02
ORD001113,Amazon Marketplace,62.64,0,9.4,53.24,2026-01-12
ORD001114,Amazon Marketplace,112.15,0,16.82,95.33,2026-05-03
ORD001115,Walmart Marketplace,129.06,0,15.49,113.57,2025-11-10
ORD001116,Walmart Marketplace,104.96,0,12.6,92.36,2025-12-05
ORD001117,Shopify Payments,134.49,4.2,0,130.29,2026-04-10
ORD001118,Shopify Payments,153.56,4.75,0,148.81,2026-03-10
ORD001119,Walmart Marketplace,416.3,0,49.96,366.34,2025-12-30
ORD001121,Walmart Marketplace,311.85,0,37.42,274.43,2026-03-10
ORD001122,Walmart Marketplace,338.34,0,40.6,297.74,2026-03-03
ORD001123,Amazon Marketplace,258.08,0,38.71,219.37,2025-12-20
ORD001124,Shopify Payments,138.78,4.32,0,134.46,2026-01-08
ORD001126,Walmart Marketplace,44.03,0,5.28,38.75,2026-03-10
ORD001127,Walmart Marketplace,51.78,0,6.21,45.57,2025-12-16
ORD001129,TikTok Payments,48.85,0.98,2.93,44.94,2026-04-30
ORD001130,Amazon Marketplace,124.96,0,18.74,106.22,2026-02-02
ORD001131,Amazon Marketplace,110.08,0,16.51,93.57,2025-11-23
ORD001132,Walmart Marketplace,185.18,0,22.22,162.96,2025-12-05
ORD001133,Shopify Payments,229.05,6.94,0,222.11,2025-11-02
ORD001135,Shopify Payments,316.15,9.47,0,306.68,2025-09-12
ORD001136,Shopify Payments,169.92,5.23,0,164.69,2026-05-03
ORD001137,Amazon Marketplace,106.93,0,16.04,90.89,2025-10-23
ORD001138,Amazon Marketplace,94.61,0,14.19,80.42,2025-12-08
ORD001140,Walmart Marketplace,149.13,0,17.9,131.23,2026-05-24
ORD001141,Shopify Payments,266.85,8.04,0,258.81,2026-02-20
ORD001142,Shopify Payments,14.83,0.73,0,14.1,2026-05-20
ORD001143,Shopify Payments,82.17,2.68,0,79.49,2026-04-21
ORD001144,Walmart Marketplace,323.31,0,38.8,284.51,2025-10-19
ORD001146,Shopify Payments,163.65,5.05,0,158.6,2025-10-21
ORD001147,Walmart Marketplace,248.12,0,29.77,218.35,2026-05-23
ORD001149,Walmart Marketplace,88.47,0,10.62,77.85,2025-11-24
ORD001150,TikTok Payments,137.6,2.75,8.26,126.59,2026-05-09
ORD001151,TikTok Payments,242.38,4.85,14.54,222.99,2026-03-19
ORD001152,TikTok Payments,144.52,2.89,8.67,132.96,2026-05-25
ORD001153,Amazon Marketplace,266.42,0,39.96,226.46,2026-03-01
ORD001154,Walmart Marketplace,43.02,0,5.16,37.86,2026-03-27
ORD001155,Walmart Marketplace,100.58,0,12.07,88.51,2025-11-25
ORD001157,Walmart Marketplace,44.42,0,5.33,39.09,2026-06-28
ORD001158,Walmart Marketplace,35.03,0,4.2,30.83,2025-10-24
ORD001159,Shopify Payments,255.65,7.71,0,247.94,2025-11-19
ORD001160,Amazon Marketplace,82.56,0,12.38,70.18,2025-11-05
ORD001162,Amazon Marketplace,181.13,0,27.17,153.96,2025-10-17
ORD001163,Amazon Marketplace,185.04,0,27.76,157.28,2025-12-03
ORD001164,Amazon Marketplace,69.4,0,10.41,58.99,2025-08-15
ORD001165,Amazon Marketplace,109.14,0,16.37,92.77,2026-05-11
ORD001167,Shopify Payments,226.24,6.86,0,219.38,2025-09-14
ORD001169,Walmart Marketplace,185.11,0,22.21,162.9,2025-08-26
ORD001172,Amazon Marketplace,50.22,0,7.53,42.69,2025-11-30
ORD001173,Shopify Payments,328.93,9.84,0,319.09,2026-04-23
ORD001174,Walmart Marketplace,122.23,0,14.67,107.56,2025-09-27
ORD001177,Shopify Payments,178.17,5.47,0,172.7,2026-05-16
ORD001178,Shopify Payments,185.74,5.69,0,180.05,2026-02-03
ORD001179,Walmart Marketplace,101.05,0,12.13,88.92,2025-09-18
ORD001180,Shopify Payments,222.68,6.76,0,215.92,2026-07-02
ORD001181,Amazon Marketplace,273.72,0,41.06,232.66,2025-08-12
ORD001182,Amazon Marketplace,143.13,0,21.47,121.66,2026-03-20
ORD001183,TikTok Payments,112.54,2.25,6.75,103.54,2025-11-20
ORD001184,Shopify Payments,391.66,11.66,0,380,2026-01-27
ORD001185,Amazon Marketplace,178.17,0,26.73,151.44,2026-02-11
ORD001186,Amazon Marketplace,231.9,0,34.78,197.12,2026-01-28
ORD001187,Shopify Payments,49.4,1.73,0,47.67,2025-12-07
ORD001188,Walmart Marketplace,146.55,0,17.59,128.96,2025-10-20
ORD001189,Walmart Marketplace,269.4,0,32.33,237.07,2025-08-27
ORD001190,Shopify Payments,147.53,4.58,0,142.95,2025-11-04
ORD001191,Amazon Marketplace,347.4,0,52.11,295.29,2026-08-08
ORD001193,Walmart Marketplace,210.35,0,25.24,185.11,2026-02-09
ORD001194,Amazon Marketplace,97.82,0,14.67,83.15,2025-09-22
ORD001195,Shopify Payments,206.32,6.28,0,200.04,2026-06-12
ORD001196,Shopify Payments,290.67,8.73,0,281.94,2025-08-22
ORD001198,Amazon Marketplace,220,0,33,187,2026-02-16
ORD001199,Amazon Marketplace,156.65,0,23.5,133.15,2025-09-05
ORD001200,Shopify Payments,453.25,13.44,0,439.81,2026-03-08
ORD001201,Amazon Marketplace,177.25,0,26.59,150.66,2026-04-11
ORD001202,Walmart Marketplace,287.13,0,34.46,252.67,2026-05-03
ORD001203,TikTok Payments,120.69,2.41,7.24,111.04,2025-08-22
ORD001204,Shopify Payments,27.44,1.1,0,26.34,2025-09-24
ORD001205,Shopify Payments,86.54,2.81,0,83.73,2025-09-24
ORD001206,Walmart Marketplace,149.65,0,17.96,131.69,2026-06-21
ORD001207,TikTok Payments,133.1,2.66,7.99,122.45,2026-03-08
ORD001208,Amazon Marketplace,183.22,0,27.48,155.74,2025-12-03
ORD001209,Amazon Marketplace,42.48,0,6.37,36.11,2025-09-12
ORD001210,TikTok Payments,31.61,0.63,1.9,29.08,2025-11-05
ORD001212,Shopify Payments,218.2,6.63,0,211.57,2026-03-02
ORD001213,TikTok Payments,174.69,3.49,10.48,160.72,2026-05-24
ORD001214,Amazon Marketplace,35.23,0,5.28,29.95,2026-01-18
ORD001216,Shopify Payments,54.55,1.88,0,52.67,2026-03-16
ORD001217,Shopify Payments,268.84,8.1,0,260.74,2026-05-31
ORD001218,TikTok Payments,82.45,1.65,4.95,75.85,2026-03-29
ORD001219,Amazon Marketplace,250.39,0,37.56,212.83,2025-11-05
ORD001220,Shopify Payments,188.82,5.78,0,183.04,2026-05-25
ORD001222,Shopify Payments,268.14,8.08,0,260.06,2025-12-22
ORD001223,Shopify Payments,167.16,5.15,0,162.01,2026-01-17
ORD001224,TikTok Payments,29.66,0.59,1.78,27.29,2026-07-20
ORD001225,Amazon Marketplace,58.74,0,8.81,49.93,2026-01-27
ORD001226,Amazon Marketplace,66.63,0,9.99,56.64,2025-12-03
ORD001227,Walmart Marketplace,245.11,0,29.41,215.7,2026-07-09
ORD001228,TikTok Payments,35.32,0.71,2.12,32.49,2026-03-18
ORD001229,TikTok Payments,95.4,1.91,5.72,87.77,2026-01-16
ORD001230,Amazon Marketplace,198.77,0,29.82,168.95,2025-12-06
ORD001231,Amazon Marketplace,60.48,0,9.07,51.41,2026-03-16
ORD001232,Shopify Payments,58.58,2,0,56.58,2026-03-25
ORD001233,Shopify Payments,103.56,3.3,0,100.26,2025-08-19
ORD001234,TikTok Payments,341.51,6.83,20.49,314.19,2026-03-26
ORD001235,Shopify Payments,88.47,2.87,0,85.6,2026-05-12
ORD001236,Shopify Payments,325.18,9.73,0,315.45,2025-09-03
ORD001237,Shopify Payments,299.01,8.97,0,290.04,2026-05-21
ORD001238,Shopify Payments,567.6,16.76,0,550.84,2025-10-16
ORD001240,Walmart Marketplace,231.06,0,27.73,203.33,2025-10-28
ORD001242,TikTok Payments,208.78,4.18,12.53,192.07,2026-04-15
ORD001243,Walmart Marketplace,310.36,0,37.24,273.12,2025-09-10
ORD001244,TikTok Payments,118.44,2.37,7.11,108.96,2025-10-01
ORD001245,TikTok Payments,164.09,3.28,9.85,150.96,2025-11-03
ORD001246,TikTok Payments,27.52,0.55,1.65,25.32,2025-10-09
ORD001247,TikTok Payments,208.32,4.17,12.5,191.65,2026-03-05
ORD001248,TikTok Payments,296.99,5.94,17.82,273.23,2025-09-01
ORD001249,TikTok Payments,113.89,2.28,6.83,104.78,2025-10-01
ORD001250,Walmart Marketplace,41.84,0,5.02,36.82,2025-08-11
ORD001251,Shopify Payments,409.72,12.18,0,397.54,2026-01-01
ORD001252,Shopify Payments,263.55,7.94,0,255.61,2026-01-18
ORD001253,TikTok Payments,366.54,7.33,21.99,337.22,2026-04-25
ORD001254,Shopify Payments,72.09,2.39,0,69.7,2026-03-15
ORD001258,TikTok Payments,24.87,0.5,1.49,22.88,2025-10-30
ORD001260,Amazon Marketplace,78.32,0,11.75,66.57,2026-05-10
ORD001261,TikTok Payments,24.53,0.49,1.47,22.57,2025-11-20
ORD001262,Walmart Marketplace,56.64,0,6.8,49.84,2026-05-09
ORD001263,Walmart Marketplace,55.04,0,6.6,48.44,2026-07-09
ORD001265,Shopify Payments,204.75,6.24,0,198.51,2025-08-24
ORD001267,Amazon Marketplace,275.6,0,41.34,234.26,2025-11-07
ORD001270,Walmart Marketplace,89.97,0,10.8,79.17,2026-06-09
ORD001271,TikTok Payments,233.08,4.66,13.98,214.44,2026-06-05
ORD001273,Walmart Marketplace,35.32,0,4.24,31.08,2026-03-27
ORD001275,TikTok Payments,14.83,0.3,0.89,13.64,2026-06-10
ORD001276,Amazon Marketplace,125.37,0,18.81,106.56,2026-08-05
ORD001277,Walmart Marketplace,117.28,0,14.07,103.21,2025-10-25
ORD001278,Walmart Marketplace,141.25,0,16.95,124.3,2026-01-20
ORD001281,TikTok Payments,87.72,1.75,5.26,80.71,2025-10-29
ORD001283,Walmart Marketplace,156.62,0,18.79,137.83,2025-10-05
ORD001284,Shopify Payments,66.96,2.24,0,64.72,2026-07-15
ORD001285,Amazon Marketplace,75.83,0,11.37,64.46,2025-11-20
ORD001286,Shopify Payments,22.39,0.95,0,21.44,2026-06-15
ORD001287,TikTok Payments,278.46,5.57,16.71,256.18,2025-09-26
ORD001288,Shopify Payments,115.89,3.66,0,112.23,2025-08-25
ORD001289,Shopify Payments,111.74,3.54,0,108.2,2025-08-19
ORD001290,Walmart Marketplace,197.25,0,23.67,173.58,2025-10-12
ORD001291,Amazon Marketplace,67.17,0,10.08,57.09,2026-06-12
ORD001293,TikTok Payments,378.87,7.58,22.73,348.56,2026-03-20
ORD001294,Walmart Marketplace,151.1,0,18.13,132.97,2026-05-27
ORD001296,TikTok Payments,214.96,4.3,12.9,197.76,2026-03-11
ORD001297,TikTok Payments,135.92,2.72,8.16,125.04,2026-07-26
ORD001298,Amazon Marketplace,362.75,0,54.41,308.34,2025-11-28
ORD001299,Amazon Marketplace,174.35,0,26.15,148.2,2026-01-27
ORD001300,TikTok Payments,44.19,0.88,2.65,40.66,2025-09-20
ORD001301,Shopify Payments,348.33,10.4,0,337.93,2026-01-26
ORD001302,Walmart Marketplace,58.98,0,7.08,51.9,2026-05-03
ORD001303,Shopify Payments,95.4,3.07,0,92.33,2025-11-22
ORD001304,Shopify Payments,199.68,6.09,0,193.59,2026-04-25
ORD001305,TikTok Payments,222.08,4.44,13.32,204.32,2026-01-06
ORD001306,TikTok Payments,477.02,9.54,28.62,438.86,2025-11-14
ORD001307,Walmart Marketplace,198.12,0,23.77,174.35,2026-02-20
ORD001308,Walmart Marketplace,317.65,0,38.12,279.53,2026-03-05
ORD001309,Amazon Marketplace,256.72,0,38.51,218.21,2026-02-15
ORD001310,Walmart Marketplace,293.52,0,35.22,258.3,2026-01-27
ORD001311,Amazon Marketplace,99.06,0,14.86,84.2,2025-09-10
ORD001312,Shopify Payments,93.96,3.02,0,90.94,2026-03-16
ORD001313,Walmart Marketplace,212.77,0,25.53,187.24,2025-08-25
ORD001314,TikTok Payments,138.69,2.77,8.32,127.6,2026-07-14
ORD001315,Shopify Payments,182.19,5.58,0,176.61,2026-01-10
ORD001316,Walmart Marketplace,104.64,0,12.56,92.08,2026-05-20
ORD001317,Shopify Payments,162.62,5.02,0,157.6,2025-11-30
ORD001318,Amazon Marketplace,168.28,0,25.24,143.04,2026-03-31
ORD001321,Shopify Payments,95.96,3.08,0,92.88,2025-08-31
ORD001322,Amazon Marketplace,89.56,0,13.43,76.13,2025-11-06
ORD001323,TikTok Payments,143.1,2.86,8.59,131.65,2026-04-20
ORD001324,Shopify Payments,96.96,3.11,0,93.85,2026-06-17
ORD001326,Amazon Marketplace,70.64,0,10.6,60.04,2026-03-19
ORD001327,Walmart Marketplace,76.35,0,9.16,67.19,2026-03-26
ORD001328,TikTok Payments,231.6,4.63,13.9,213.07,2025-08-10
ORD001329,Amazon Marketplace,65.75,0,9.86,55.89,2026-06-02
ORD001331,Walmart Marketplace,243.08,0,29.17,213.91,2026-06-24
ORD001332,TikTok Payments,137.35,2.75,8.24,126.36,2025-11-13
ORD001334,Walmart Marketplace,35.23,0,4.23,31,2025-08-24
ORD001336,Shopify Payments,165.67,5.1,0,160.57,2026-05-17
ORD001337,Shopify Payments,210.66,6.41,0,204.25,2025-10-04
ORD001338,Walmart Marketplace,218.88,0,26.27,192.61,2026-02-06
ORD001339,Shopify Payments,60.48,2.05,0,58.43,2026-02-13
ORD001340,Shopify Payments,99.06,3.17,0,95.89,2026-04-06
ORD001341,Shopify Payments,43.02,1.55,0,41.47,2026-01-15
ORD001342,Walmart Marketplace,110.4,0,13.25,97.15,2026-07-31
ORD001343,TikTok Payments,302.44,6.05,18.15,278.24,2025-11-19
ORD001344,Amazon Marketplace,30.19,0,4.53,25.66,2025-10-17
ORD001345,TikTok Payments,285.82,5.72,17.15,262.95,2026-03-16
ORD001346,TikTok Payments,129.06,2.58,7.74,118.74,2026-01-18
ORD001348,TikTok Payments,339.46,6.79,20.37,312.3,2026-06-13
ORD001349,Shopify Payments,322.18,9.64,0,312.54,2026-02-04
ORD001350,TikTok Payments,256.6,5.13,15.4,236.07,2025-09-05
ORD001352,TikTok Payments,245.16,4.9,14.71,225.55,2025-12-14
ORD001353,TikTok Payments,24.58,0.49,1.47,22.62,2026-01-06
ORD001354,Shopify Payments,283.14,8.51,0,274.63,2025-12-05
ORD001355,Amazon Marketplace,197.75,0,29.66,168.09,2025-12-11
ORD001356,Walmart Marketplace,82.17,0,9.86,72.31,2026-04-27
ORD001357,TikTok Payments,286.22,5.72,17.17,263.33,2025-09-12
ORD001358,TikTok Payments,238.48,4.77,14.31,219.4,2026-06-30
ORD001359,Shopify Payments,142.4,4.43,0,137.97,2025-09-29
ORD001360,Walmart Marketplace,94.83,0,11.38,83.45,2025-12-14
ORD001361,Walmart Marketplace,82.56,0,9.91,72.65,2026-01-15
ORD001363,Amazon Marketplace,59.32,0,8.9,50.42,2026-02-16
ORD001364,TikTok Payments,418.75,8.38,25.13,385.24,2025-11-21
ORD001365,TikTok Payments,27.52,0.55,1.65,25.32,2026-04-16
ORD001366,Amazon Marketplace,202.77,0,30.42,172.35,2026-01-10
ORD001368,Amazon Marketplace,88.38,0,13.26,75.12,2026-05-30
ORD001369,Walmart Marketplace,214.98,0,25.8,189.18,2026-03-10
ORD001370,Shopify Payments,70.46,2.34,0,68.12,2025-08-12
ORD001371,Amazon Marketplace,136.7,0,20.5,116.2,2026-02-02
ORD001373,Amazon Marketplace,105.26,0,15.79,89.47,2025-12-08
ORD001374,Shopify Payments,82.17,2.68,0,79.49,2025-11-04
ORD001376,TikTok Payments,102.07,2.04,6.12,93.91,2025-09-15
ORD001377,Shopify Payments,66.63,2.23,0,64.4,2026-05-24
ORD001378,Shopify Payments,367.98,10.97,0,357.01,2026-01-01
ORD001380,TikTok Payments,138.06,2.76,8.28,127.02,2026-02-17
ORD001381,Shopify Payments,58.74,2,0,56.74,2026-06-14
ORD001382,Shopify Payments,225.24,6.83,0,218.41,2025-07-29
ORD001383,Walmart Marketplace,123.66,0,14.84,108.82,2026-04-21
ORD001385,TikTok Payments,110.17,2.2,6.61,101.36,2026-03-01
ORD001386,Amazon Marketplace,42.07,0,6.31,35.76,2026-02-04
ORD001387,Amazon Marketplace,245.88,0,36.88,209,2026-01-17
ORD001389,TikTok Payments,257.64,5.15,15.46,237.03,2025-10-13
ORD001391,Shopify Payments,269.54,8.12,0,261.42,2025-12-16
ORD001392,TikTok Payments,346.05,6.92,20.76,318.37,2026-04-01
ORD001393,Amazon Marketplace,13.72,0,2.06,11.66,2026-05-29
ORD001394,Shopify Payments,129.06,4.04,0,125.02,2026-02-06
ORD001396,Walmart Marketplace,171.3,0,20.56,150.74,2026-01-27
ORD001397,Amazon Marketplace,287.21,0,43.08,244.13,2026-05-30
ORD001398,Shopify Payments,47.7,1.68,0,46.02,2025-08-18
ORD001399,TikTok Payments,322.45,6.45,19.35,296.65,2025-10-20
ORD001400,TikTok Payments,87.31,1.75,5.24,80.32,2025-11-14
ORD001401,Walmart Marketplace,131.22,0,15.75,115.47,2026-03-11
ORD001402,Shopify Payments,237.18,7.18,0,230,2025-09-15
ORD001403,Amazon Marketplace,76.97,0,11.55,65.42,2026-08-04
ORD001404,TikTok Payments,165.07,3.3,9.9,151.87,2025-11-22
ORD001405,Walmart Marketplace,54.78,0,6.57,48.21,2026-01-26
ORD001406,Walmart Marketplace,97.96,0,11.76,86.2,2026-07-17
ORD001407,Walmart Marketplace,145.2,0,17.42,127.78,2026-05-07
ORD001409,Shopify Payments,127.18,3.99,0,123.19,2025-09-13
ORD001410,Amazon Marketplace,168.42,0,25.26,143.16,2025-08-20
ORD001411,TikTok Payments,103.56,2.07,6.21,95.28,2026-04-04
ORD001412,TikTok Payments,319.29,6.39,19.16,293.74,2026-03-27
ORD001413,Walmart Marketplace,145.14,0,17.42,127.72,2026-06-16
ORD001414,Shopify Payments,201.03,6.13,0,194.9,2025-10-27
ORD001415,Walmart Marketplace,270.2,0,32.42,237.78,2026-05-10
ORD001416,Shopify Payments,193.78,5.92,0,187.86,2025-09-28
ORD001417,Shopify Payments,49.53,1.74,0,47.79,2025-11-24
ORD001419,Shopify Payments,14.83,0.73,0,14.1,2025-08-03
ORD001420,TikTok Payments,49.92,1,3,45.92,2026-03-05
ORD001422,Walmart Marketplace,149.04,0,17.88,131.16,2025-09-15
ORD001423,Walmart Marketplace,262.29,0,31.47,230.82,2025-11-03
ORD001424,TikTok Payments,120.08,2.4,7.2,110.48,2026-06-23
ORD001425,Amazon Marketplace,219.07,0,32.86,186.21,2026-07-28
ORD001426,Walmart Marketplace,182.31,0,21.88,160.43,2025-09-21
ORD001427,Amazon Marketplace,182.52,0,27.38,155.14,2026-02-03
